EventName,EventDescription,EventStartTime,EventEndTime,EventCategoryName,EventLocation
"
Masterpiece İzmir Resim - Tutku
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.İzmir Kıbrıs Şehitleri’ndeyiz. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece İzmir, İzmir"
"
Masterpiece Bursa Resim - Tutku
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Masterpiece Bursa'nın, Nilüfer'deki keyifli ortamında güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak eserler üreteceksiniz. Yeteneğe ya da daha önceden bir deneyim sahibi olmanıza gerek yok, hatta böylesi çok daha keyifli. Masterpiece bir kurs değil, sanat, müzik ve hoş muhabbetle dopdolu geçen bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir sanat eseriniz olacak.Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek ve Masterpiece'in ayrıcalıklı ortamının keyfini çıkarmak..."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Bursa , Bursa"
"
Masterpiece Ankara Resim - Tutku
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde, sonunda kendinizi bile şaşırtacak yağlıboya tablolar yapabilirsiniz. Daha önce resim yapmış olmanıza gerek yok, hatta yapmamışsanız çok daha keyifli olabilir. Masterpiece biesim kursu değil, resim ile dolu geçireceğiniz bir keyif seansı. Sanatçılarımızın adım adım yönlendirmeleri ile seçmiş olduğunuz eseri tamamlayacak ve etkinlik sonunda evinize, ofisinize götürü asabileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir yağlıboya tablonuz olacak.Ankara Tunalı Hilmi’deyiz. Etkinliğe ilişkin gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, tablolar yapacağız ve çok eğleneceğiz."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Masterpiece Galata Heykel - Foklar
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Keyifli bir ortamda güzel müzikler eşliğinde sonunda kendinizi bile şaşırtacak heykeller yapacaksınız. Heykel sanatına ilişkin deneyim sahibi olmanıza gerek yok, hatta daha önce hiç heykel yapmamışsanız çok daha keyifli. Masterpiece bir kurs değil, kil ve formlar ile dolu geçireceğiniz bir keyif seansı. Heykeltıraşlarımızın adım adım yönlendirmeleri ile sonunda evinize, ofisinize götürebileceğiniz, arkadaşlarınıza hediye edebileceğiniz size ait bir heykeliniz olacak.Beyoğlu Galata'dayız. Gerekli tüm malzemeleri biz sağlıyoruz. Sizin tek yapmanız  gereken dilerseniz en sevdiğiniz içeceği alı gelmek! Birlikte sanat konuşacağız, heykel yapacağız, kile dokunarak rahatlayacağız ve çok eğleneceğiz."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Galata Heykel , İstanbul"
"
Masterpiece Ankara String Art - Frida
","Sanat, müzik ve keyfin bir arada olduğu Masterpiece etkinlikleri, sizlerle buluşmaya devam ediyor.""Ankara Tunalı'da, cıvıl cıvıl bir atölyede, güzel müzikler eşliğinde sizi giderek popülerleşen String Art'ı deneyimlemeye çağırıyoruz. Ham bir ahşap plakayı tamamen kendi ellerinizle yalnızca 3 saat içerisinde evinizin en dekoratif parçası haline getirmek istemez misiniz? Sanatçılarımız eşliğinde ahşap plakanızı önce onlarca çeşit renkten dilediğinize boyayacak daha sonra özel olarak tasarlanmış çivi çakma aletinizi kullanırken günün gerginliğini atacaksınız. Son aşamada ise eserinizi sanatçımızın adım adım yönlendirmesi ile yüzlerce ip çeşidimizden evinize ve zevkinize uygun olanlarla doldururken kafanızı tamamen boşaltacak ve terapi gibi bir seans sonrası eserinizi tamamlayacaksınız.Ankara, Tunalı Hilmi'deyiz. İçeceğinizi alı gelmeniz yeterli, müzik ve gerekli tüm malzemeleizden. Sanat konuşuyoruz, kendimiz üretiyoruz, çok eğleniyoruz. Bekleriz."""," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Masterpiece Ankara, Ankara"
"
Bir Kültürü Paylaşmak: Anadolu Mutfağı
","Anadolu kültürünün en lezzetli yemekleri İntema Yaşam Akademi'de pişiyor.""Geçmişten bugüne dev bir miras olan Anadolu Mutfağı hem gözünüzü hem de tabakları dolduracak tarifleri ile İntema Yaşam Akademi’de! Bu benzersiz lezzet yolculuğuna sen de davetlisin."" Düğün ÇorbasıYağlamaÇoban kavurmaDamla Sakızlı Muhallebi (İkram19.00 – 22.00"," 11 Nisan 2018, Çarşamba - 19:00",,Hobbies," İntema Yaşam Akademi, İstanbul"
"
Şef Gibi - Et I
",Profesyonel bir şef gibi lezzetli et pişirme tekniklerini öğrenerek hem de etin tadına vararak bu workshop’ta güzel bir deneyime ne dersiniz?Baharatlı mayonezli çıtır kotletEv yapımı domates confit ve karamelize soğanlı  cheeseburgeKısık ateşte dökümde kırmızı şarapla pişmiş ossobuco19:00 – 22:00," 11 Nisan 2018, Çarşamba - 19:00",,Family & Education," Eataly Mutfak Atölyesi, İstanbul"
"
Ramen Üstatları
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Bu filmi aç karnına izlemeyin çünkü iştahınızı çok açacak. Japonya’nın yıllar süren eğitim ve çıraklıkla ancak ustalığına erişilen sulu eriştesi “ramen”in bu ülkedeki yerini araştıran Ramen Üstatları, Japon yemek kültürünün temellerine de iniyor. Uğruna sokaklarda kuyrukta beklenen meşhur “Ramen Kralı” Osamu Tomita’nın en kaliteli malzeme arayışından itibaren mükemmel erişteyi hazırlama sürecine takıntılı yaklaşımını gözlemleyen yönetmen Shigeno, bir yandan da bir yemek etrafında kültürel değerlerin nasıl oluştuğunu gözler önüne seriyor. Dünya prömiyerini San Sebastian Film Festivali’nde yapan Ramen Üstatları, Japonya’nın en tanınmış televizyon belgeseli yönetmenlerinden Koki Shigeno’nun ilk uzun metraj belgeseli.Orjinal İsim:Ramen HeadsYönetmen:Koki ShigenoGörüntü Yönetmeni:Hidenori TakahashiKurgucu:Junichi SaitoYapımcı:Yusuke Kamata, Arata Oshima,Takahisa ShinnoYapım Şirketi:NetzgenDünya Hakları:Gunpowder & SkyJaponya2017DCPRenkli93´Japonca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 19:00",,Arts," Atlas Sineması Salon 2, İstanbul"
"
Clairein Kamerası
","İstanbul Kültür Sanat Vakfı, 37. İstanbul Film Festivali’ni 6-17 Nisan tarihlerinde sanatseverlerle buluşturacak.Güney Kore sinemasının yıldız yönetmenlerinden Hong Sang-soo, bu kez Cannes Film Festivali sırasında tanışan iki kadını bu sahil kasabasının sokaklarında izliyor: Fotoğrafını çektiği insanların hayatını değiştirebileceğine inanan Parisli öğretmen Claire ile işinden yeni kovulmuş film şirketi çalışanı Manhee. Sang-soo, 2012’de In Another Countryii> Başka Bir Ülke’de birlikte çalıştığı Isabelle Huppert ve gözde oyuncusu Kim Min-hee’nin canlandırdığı bu iki yalnız kadının tatlı sohbetlerinde sanatın, sinemanın insanlar üzerindeki etkisini araştırıyor. Sang-soo’nun 2017 Cannes Film Festivali’nde gösterilen bu ikinci filmi, her zamanki gibi hafif, samimi ve zarif.Orjinal İsim:Keul-Le-Eo-Ui Ka-Me-LaYönetmen:Hong Sang-sooSenarist:Hong Sang-sooGörüntü Yönetmeni:Lee JinkeunKurgucu:Hahm SungwonÖzgün Müzik:DalpalanOyuncular:Kim Min-hee, Isabelle Huppert, Chang Mi-hee, Jung Jin-young, Yoo Hee-sun, Lee Wan-min, Kang TaeuYapımcı:Hong Sang-sooYapım Şirketi:Jeonwonsa Film Co.Dünya Hakları:FinecutTürkiye Hakları:Bir FilmGüney Kore2017DCPRenkli68´İngilizce, Korece, Fransızca; Türkçe, İngilizce altyazılı"," 11 Nisan 2018, Çarşamba - 19:00",,Arts," Rexx Sineması, İstanbul"
"
Tuval Boyama - Serbest Boyama
","DoryanArt workshop etkinliklerinde keyifli bir müzik ve kahve eşliğinde hem üretecek hem eğleneceksiniz.""Tuval üzerine aktarılan görsellerin boyanması ile ortaya çıkan eserinizi evinizin veya ofisinizin baş köşesine asmak isteyeceksiniz. Daha önce elinize fırça almış olmanıza gerek yok.Deneyimli eğitmenler tarafından gerekli yönlendirmeler güzel sohbet ve keyifli müzik eşliğinde yapılıyor olacak. Siz de günlük hayatın stresinden 2,5-3 saat uzaklaşmak isterseniz Alsancak’ta bulunan DoryanArt atölyemize sizi de bekleriz. Tüm malzemeleizdendir. Çalışma 2-3 saat aralığında sürecektir. Yapılan eserleri isteirine hediye edebilir, isterseniz evinize ya da ofisinize asabilirsiniz."""," 11 Nisan 2018, Çarşamba - 19:00",,Hobbies," Doryan Art Atölye, İzmir"
"
Klasik Keyifler: F.Schubert Üzerine: Serhan Bali & Feyzi Erçin
","Erimtan Arkeoloji ve Sanat Müzesi ""Klasik Keyifler Müzik Konserleri'nin 2018 sezon programı açıklandı.Serhan Bali, baritonFeyzi Erçin, piyanoProgramF.Schubert, D.911 Die Winterreise’den seçilmiş Lied’leF.Schubert, D.899 EmpromptüleKlasik Keyifler Müzik Derneği ‘Müze Konserleri’ serisinin dördüncü konserinde Andante Dergisi yayın yönetmeni, bariton Serhan Bali ve piyanist Feyzi Erçin, F.Schubert’in eserlerinden oluşan interaktif programıyla Erimtan Arkeoloji ve Sanat Müzesi’nde sanatseverler ile buluşacak."," 11 Nisan 2018, Çarşamba - 19:30",,Music," Erimtan Müzesi Konser Salonu, Ankara"
"
Magic Show
","Çocuklar için interaktif illüzyon gösterisi Magic Show,izleyicisiyle buluşuyor.""Sihirin eğlenceli dünyasına keyifli bir yolculuk"""," 11 Nisan 2018, Çarşamba - 19:30",,Arts," Muratpaşa Belediyesi Kültür Salonu, Antalya"
"
Sesle Meditasyon: Yansımalar - Soundala Therapy
","Sesle Meditasyon: 'Yansımalar' - Soundala TherapySesle meditasyon, Soundala Therapy tarafından gerçekleştirilecek olan, meditatif ve deneyimsel bir ses boyutu projesidir. Sesin yansıması nedir, nasıl gerçekleşir, beden ve zihin üzerinde etkileri nelerdir?Titreşimlerin üzerimizde yarattığı etkileri hissedebilir miyiz?Ve tüm bu süreci şefkatli bir gözlemcinin gözünden objektif olarak izleyebilir miyiz? Bu soruları; meditatif, deneyimsel bir ses boyutunun içerisinde titreşim ve sessizliğin iyileştirici gücüyle, birlikte gözlemleyerek cevap arayacağımız bir çalışmaya hazır mısınız? Soundala Therapy, meditasyon rehberi ve ses şifası terapisti Rida Kıraşı tarafından kurulmuştur.Soundala Therapy'nin ortaya çıkış amacı, yapılan projeleri kişi üzerinden tanımlamak yerine, değişken katılımcı ve uygulayıcıların olmasına dayanır. Böylelikle kolektif bir yaratım alanı sağlanır. Bu projede yaratım alanına bestecimüzisyen Can Dedeoğlu, meditasyon rehberi ve bütünsel sağlık uzmanı Pınar Taşkınlar da katkıda bulunuyor. Günümüzde; “Yansımalar” hayatımızın bir çok alanında etkisini izleyebileceğimiz derecede güçlüdür. Hayat etrafımızdan ya da içimizden akı geçerken yansımalar; ilişkilerimizde, algılayabildiğimiz çevremizde, anlamlandırabildiğimiz olguların temelinde etkisini gösterir. Yansımayı fiziksel olarak ışık, enerji, ve ses üzerinden; zihinsel olarak düşünme pratiği, algılama güdüsü üzerinden tanımlayabiliriz. Bütün bu kavramlar, birbirinden bağımsız şekilde gözlemlenemeyecek kadar iç içedir. Bu projenin amacı; “yansıma” kavramının yeni bir perspektif ile sorumluluk alarak incelenmesi ve gözlemleme adına ses şifası terapisi tekniklerinin kullanılarak, titreşimlerle içsel yolculuklar yapılmasına, iyileştirici bir alan sağlamaktır. Katılımcılar, titreşimlerinin de sürece dahil olabileceği bir alanda gözleri kapalı, oturur ya da uzanır pozisyonda konumlanırlar. Ses Şifası ve Meditasyonu enstrumanlarının, çevreye konumlandırılışı, oluşan atmosferi, gerçek anlamda titreşen bir küreye çevirecek alanı sağlar. Gonglar, himalaya kaseleri, flütler, kristal kaseler, ocean drum, aqua drum, çanlar, davullar ve diğer ses şifası ve meditasyonu enstrümanları kullanılarak 3 boyutlu ses küresi oluşturulur.Oluşan alanda, katılımcı derin bir meditasyonun içerisinde hem içsel bir yolculuk, hem de yansımaların gideceği yönleri seçtiği titreşimlerin, ve verdiği kararların ilişkilerini irdelemeye alan bulabilecektir. Ses şifası terapisi enstrümanları, beyin dalgalarını meditatif bir alana getirmek amacı ile 'entrainment' denilen bir prensibi kullanır. Bir çok araştırmada, ASC'de (altered states of consciousness) kalmanın egonun yumuşamasını teşvik ettiği ve bu nedenle daha bütünsel bir düşünme alışkanlığına yol açarak birlik bilinci, duygularda açıklık, yaratıcılık gibi enerjik değişikliklere alan sağladığı gözlemlenmiştir. Aynı zamanda meditatif çalışmaların kan basıncının ve stres hormonlarından olan kortizolun azalmasını etkilediği kanıtlanmıştır. Bu çalışma hiç bir deneyim ve ön bilgi gerektirmez."," 11 Nisan 2018, Çarşamba - 19:30",,Hobbies," Zorlu Performans Sanatları M., İstanbul"
"
Kaplumbağa Terbiyecisinin Sırrı
","Kaplumbağa Terbiyecisinin Sırrı, 11 Nisan'da Bera Ankara Otel'de!Ünlü sanat ve devlet adamı Osman Hamdi Bey’ in liderlik ve yöneticiliğe dair tablonun içine gizlediği ipuçlarını merak ediyor musunuz?Bu seminerde terbiyeci ve liderlik kavramları üzerinde duracak ve bir liderin özellikleri, duruşu, yöntemleri, çalışanlarına karşı tutumlarına değineceğiz. Gelin tablonun hikayesini farklı biakış açısı ile dinleyelim, resmin içerisindeki gizemleri ve anlamını birlikte çözelim."," 11 Nisan 2018, Çarşamba - 19:30",,Family & Education," Bera Ankara Otel, Ankara"
"
Sushi Atölyesi
","Sushi Atölyesi TheChef4U mutfağında gerçekleşecek...""Son yılların en popüler yemeği, Japon mutfağının vazgeçilmezi. Keşke ona ulaşmak zor olmasa değil mi? Artık değil, sizi kendi sushi’nizi yapmaya TheChef4U atölyesine davet ediyoruz! Pirinç sirkesi ve şeker ile tatlandırılmış haşlanmış pirinç ile balık, deniz ürünleri veya sebzenin buluşması size harika bir deneyim yaşatacak. ""Sushi pirinciCalifornia rollSomon makiSomon nigiriPişmiş sushiÜcrete dahil hizmetle: ""Günlük 1,5 - 2 saat uygulamalı atölye çalışmamızda (30 dakika dinlenme ile birlikte) hazırlayacağınız tariflerde kullanılan tüm malzemeler ve tariflerin yer aldığıoşür tarafımızdan sağlanacaktır. Kursu tamamladığınızda ders boyunca hazırladığınız tüm lezzetleri yanınızda götürü, sevdiklerinizle paylaşabilirsiniz. 18 yaşından büyükler kursumuza kabul edilmektedir."" Kurslar maksimum 10 kişiliktir. Kursa katılım için herhangi bir tecrübe veya yemek pişirme bilgisi gerekmemektedir."," 11 Nisan 2018, Çarşamba - 19:30",,Hobbies," TheChef4U, İzmir"
"
Palmiyeler
","Palmiyeler, 11 Nisan'da Jungle Bar'da sizlerle olacak.Eğlenceli psych ve surf tınıları ve şehrin kaosuyla ciddileşen şarkı sözleriyle grup sizi hayali sahillerde bir içki içmeye davet ediyor.Palmiyeler, 2015 ve 2017 yılında yayınladıkları kayıtlarda yer alan 'Palmiyeler', 'Karbeyaz' ve 'Senden haber Yok' gibi single çalışmaları ile isimlerini alternatif müzik severlere duyurdular."," 11 Nisan 2018, Çarşamba - 20:00",,Arts," Jungle Bar, Antalya"
"
Ebeveyn Ehliyeti: Ebeveyn Modelleri
","Ebeveyn EhliyetiAtölye, Zorlu PSM ve Human Art iş birliğiyle gerçekleşmektedir.Eğitmen:Gülce Erhan BaltaoğluGünümüzde bir çok yetişkin yanlış yetiştirilme yöntemleri nedeni ile kalıplaşmış, kendisinin ve çevresinin hayatını zorlaştıran davranış modellerine sahip. Bu kalıplar ilk çocukluk yıllarında ve ergenlikte oluşan, ailenin istemeden neden olduğu travmalardan kaynaklanıyor. Biz çocuklarımıza bunu yaşatmamayı nasıl başarabiliriz? Çocuklarımız ile birlikte geçirdiğimiz zaman hızla akı giderken bu zamanı kavgalar ve can sıkıntıları ile boşa harcamak yerine kaliteli bir ilişki ile nasıl sürdürebiliriz? Fazla özgürlükçü veya fazla itaatkar tavırlarımızla, bizden önceki nesillerin hatalarına düşüyor olabilir miyiz? 2002 yılında Avusturya hükümeti için geliştirilmiş bir yöntem ile travmasız bir çocuk yetiştirmenin yolları çoktan keşfedildi. Avrupa’da binlerce anne-baba Elternwerkstatt Enstitüsü onaylı Ebeveyn Ehliyeti ile yetkin ebeveynler haline geliyor. 3’er saatlik 4 modül halinde sunulan program ile anne-babalar çocuk eğitimi ve aile ilişkilerini hayallerindeki en üst noktaya taşıyor. Bilinçli ve ehliyetli ebeveynler arasına girerek çocuğunuza ve ilişkinize en büyük yatırımı yapın. Ebeveyn ehliyetiniz ile günlük aile yaşamınızda huzurlu ve uyumlu bir ortam yaratın. * 4 modülü tamamlayan katılımcılar, Elternwerkstatt'tan sertifikalı ""Ebeveyn Ehliyeti”ni almaya hak kazanır.Atölye süresi:2 saat 30 dakika11 Nisan Çarşamba 20.00 – 22.30Ebeveyn Ehliyeti: Ebeveyn ModelleriKendi çocukluğum ebeveynliğimi nasıl etkiliyor? Ebeveynler, kendi aileleri ile olan deneyimlerinden yola çıkarak çocuklarına daha ideal bir aile olmak isterler. Çünkü biliriz ki bizi yetiştiren kişilerin bize karşı tutumları şu anki hayatımızın, kişiliğimizin en büyük yapıtaşlarını oluşturmuştur. Peki bizler nasıl bir çocuğun ailesi olmak istiyoruz? İdeal bir ebeveyn olmak için geliştirdiğimiz ebeveyn modeli acaba gerçekten hayalimizdeki çocuğun yetişmesine katkı sağlıyor mu? Bu atölyeye çocuğumuzun yetişkin halini hayal ederek başlayacağız ve bu hayalin gerçek olması için izlememiz gereken tutumları konuşacağız.Gülce Erhan Baltaoğlu kimdir?Gülce Erhan, Hacettepe Üniversitesi Amerikan Kültürü ve Edebiyatı Bölümü’nden mezun oldu ve aynı zamanda üniversitenin Eğitim Fakültesi’nden Pedagojik Formasyon’unu tamamladı. Üniversite’deki tiyatro topluluğu ile başlayan oyunculuğa olan ilgisi Ankara Sanat Tiyatrosu’nda aldığı tiyatro ve yazarlık eğitimleri ile devam etti. Bu sırada ayrıca ana okullarında yaratıcı drama ve İngilizce eğitimleri verdi. 2005 yılında Passau, Almanya’da yer alan Adalbert Stifter Academy’de Elternwekstatt’ın ortağı Andreas Keckeis ile tanıştı ve Brezilyalı tiyatro teorisyeni Augusto Boal’un teknikleri üzerine dersler aldı. Boal’un teorilerine olan ilgisi Erhan’ın, eğitim sonrası Keckeis’ın iş partneri Mag. Maria Neuberger-Schmidt ile tanışmasını ve Elternwekstatt’ı daha yakından tanımasını sağladı. 2013 yılında kendisi ve eşinin bir çocuk sahibi olarak ebeveynliğe geçmesi ile Keckeis’tan en sonunda kendi Ebeveyn Ehliyeti’ni edindi. Türkiye’de bilinçli ebeveynliği öğretmek için Elternwekstatt’ın verdiği Ebeveyn Ehliyeti’nin Türkiye eğitim temsilciliğini üstlenmeye karar verdi. "," 11 Nisan 2018, Çarşamba - 20:00",,Hobbies," Zorlu PSM - Atölye, İstanbul"
